Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Group,Visibility_Group
FDH21,10.4,Low Fat,0.0314,Seafood,160.36,OUT017,2007,,Tier 2,Supermarket Type1,2381.537,Perisable,Low Visibilty
NCP02,7.11,Low Fat,0.0449,Household,59.756,OUT049,1999,Medium,Tier 1,Supermarket Type1,1016.2911,Household,Low Visibilty
FDK24,9.2,Low Fat,0,Baking Goods,45.674,OUT049,1999,Medium,Tier 1,Supermarket Type1,733.9321,Perisable,Unknown
FDC41,15.6,Low Fat,0.1172,Frozen Foods,75.067,OUT045,2002,,Tier 2,Supermarket Type1,1031.6816,Non-Perisable,High Visibility
FDF08,14.3,Regular,0.0656,Fruits and Vegetables,86.186,OUT017,2007,,Tier 2,Supermarket Type1,1272.0598,Perisable,Low Visibilty
FDO49,10.6,Regular,0.0332,Breakfast,52.101,OUT017,2007,,Tier 2,Supermarket Type1,680.5636,Non-Perisable,Low Visibilty
FDX46,12.3,Regular,0.0584,Snack Foods,60.556,OUT018,2009,Medium,Tier 3,Supermarket Type2,768.7162,Non-Perisable,Low Visibilty
FDQ07,15.1,Regular,0.0873,Fruits and Vegetables,220.446,OUT013,1987,High,Tier 3,Supermarket Type1,3222.5586,Perisable,Low Visibilty
FDC32,18.35,Low Fat,0.1659,Fruits and Vegetables,92.046,OUT010,1998,,Tier 3,Grocery Store,139.2914,Perisable,High Visibility
FDG58,10.7,Regular,0.087,Snack Foods,155.197,OUT045,2002,,Tier 2,Supermarket Type1,2138.8746,Non-Perisable,Low Visibilty
FDW14,8.3,Regular,0.0383,Dairy,85.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,1064.9917,Perisable,Low Visibilty
FDV27,7.97,Regular,0.04,Meat,88.551,OUT013,1987,High,Tier 3,Supermarket Type1,1023.0572,Perisable,Low Visibilty
DRD25,6.14,Low Fat,0.0789,Soft Drinks,112.386,OUT013,1987,High,Tier 3,Supermarket Type1,1905.5571,Drinks,Low Visibilty
FDX24,8.36,Low Fat,0,Baking Goods,92.646,OUT017,2007,,Tier 2,Supermarket Type1,1545.851,Perisable,Unknown
DRJ51,14.1,Low Fat,0.088,Dairy,229.867,OUT046,1997,Small,Tier 1,Supermarket Type1,3134.8201,Perisable,Low Visibilty
FDE45,12.1,Low Fat,0.0404,Fruits and Vegetables,180,OUT045,2002,,Tier 2,Supermarket Type1,2681.9685,Perisable,Low Visibilty
FDE14,13.65,Regular,0.0314,Canned,101.17,OUT046,1997,Small,Tier 1,Supermarket Type1,1754.5888,Non-Perisable,Low Visibilty
FDG53,10,Low Fat,0.0459,Frozen Foods,138.118,OUT045,2002,,Tier 2,Supermarket Type1,1601.4667,Non-Perisable,Low Visibilty
FDT08,13.65,Low Fat,0.0492,Fruits and Vegetables,148.905,OUT046,1997,Small,Tier 1,Supermarket Type1,2318.0094,Perisable,Low Visibilty
FDG20,15.5,Regular,0.1257,Fruits and Vegetables,176.703,OUT035,2004,Small,Tier 2,Supermarket Type1,2183.3471,Perisable,High Visibility
FDC21,14.6,Regular,0.043,Fruits and Vegetables,108.325,OUT046,1997,Small,Tier 1,Supermarket Type1,1672.1136,Perisable,Low Visibilty
FDV31,9.8,Low Fat,0.1072,Fruits and Vegetables,177.237,OUT018,2009,Medium,Tier 3,Supermarket Type2,2611.6893,Perisable,High Visibility
FDB58,10.5,Regular,0.0135,Snack Foods,141.115,OUT045,2002,,Tier 2,Supermarket Type1,1857.6383,Non-Perisable,Low Visibilty
FDV23,11,Low Fat,0.1058,Breads,124.605,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.6987,Perisable,High Visibility
FDC15,18.1,Low Fat,0.178,Dairy,158.629,OUT046,1997,Small,Tier 1,Supermarket Type1,1965.7402,Perisable,High Visibility
FDU47,12.8,Regular,0.114,Breads,138.684,OUT049,1999,Medium,Tier 1,Supermarket Type1,1841.3051,Perisable,High Visibility
FDE23,17.6,Regular,0,Starchy Foods,46.606,OUT013,1987,High,Tier 3,Supermarket Type1,580.7145,Non-Perisable,Unknown
FDS08,5.74,Low Fat,0.0569,Fruits and Vegetables,177.037,OUT013,1987,High,Tier 3,Supermarket Type1,2057.3189,Perisable,Low Visibilty
FDJ60,19.35,Regular,0.0628,Baking Goods,163.318,OUT018,2009,Medium,Tier 3,Supermarket Type2,2054.6472,Perisable,Low Visibilty
FDM34,19,Low Fat,0.0678,Snack Foods,129.263,OUT017,2007,,Tier 2,Supermarket Type1,1941.2707,Non-Perisable,Low Visibilty
FDW33,9.4,Low Fat,0.099,Snack Foods,105.528,OUT013,1987,High,Tier 3,Supermarket Type1,1649.4227,Non-Perisable,Low Visibilty
FDZ40,8.94,Low Fat,0.0401,Frozen Foods,54.33,OUT013,1987,High,Tier 3,Supermarket Type1,652.767,Non-Perisable,Low Visibilty
FDE33,19.35,Regular,0.0498,Fruits and Vegetables,80.564,OUT018,2009,Medium,Tier 3,Supermarket Type2,897.5994,Perisable,Low Visibilty
NCC06,19,Low Fat,0.0452,Household,127.734,OUT010,1998,,Tier 3,Grocery Store,284.1121,Household,Low Visibilty
FDU11,4.79,Low Fat,0.0926,Breads,119.41,OUT046,1997,Small,Tier 1,Supermarket Type1,1616.3848,Perisable,Low Visibilty
FDL44,18.25,Low Fat,0.0123,Fruits and Vegetables,162.989,OUT017,2007,,Tier 2,Supermarket Type1,2326.4146,Perisable,Low Visibilty
NCZ29,15,Low Fat,0.0718,Health and Hygiene,127.136,OUT017,2007,,Tier 2,Supermarket Type1,1851.3466,Household,Low Visibilty
FDG28,9.29,Regular,0,Frozen Foods,244.914,OUT010,1998,,Tier 3,Grocery Store,683.4457,Non-Perisable,Unknown
FDL12,15.85,Regular,0.1221,Baking Goods,59.522,OUT018,2009,Medium,Tier 3,Supermarket Type2,681.2968,Perisable,High Visibility
FDD52,18.25,Regular,0.1843,Dairy,108.957,OUT017,2007,,Tier 2,Supermarket Type1,1495.5426,Perisable,High Visibility
FDO15,16.75,Regular,0.0086,Meat,72.204,OUT013,1987,High,Tier 3,Supermarket Type1,1050.4658,Perisable,Low Visibilty
FDW36,11.15,Low Fat,0.0569,Baking Goods,107.762,OUT013,1987,High,Tier 3,Supermarket Type1,1212.3523,Perisable,Low Visibilty
FDB21,7.48,Low Fat,0.1485,Fruits and Vegetables,239.985,OUT046,1997,Small,Tier 1,Supermarket Type1,3112.4161,Perisable,High Visibility
FDZ28,20,Regular,0.0514,Frozen Foods,128.868,OUT013,1987,High,Tier 3,Supermarket Type1,1659.5398,Non-Perisable,Low Visibilty
FDY10,17.6,Low Fat,0.0491,Snack Foods,114.618,OUT035,2004,Small,Tier 2,Supermarket Type1,1763.874,Non-Perisable,Low Visibilty
DRG39,14.15,Low Fat,0.0424,Dairy,53.098,OUT017,2007,,Tier 2,Supermarket Type1,749.9797,Perisable,Low Visibilty
FDN28,5.88,Regular,0.0302,Frozen Foods,102.699,OUT013,1987,High,Tier 3,Supermarket Type1,1096.0038,Non-Perisable,Low Visibilty
FDV15,10.3,Low Fat,0.1461,Meat,104.465,OUT035,2004,Small,Tier 2,Supermarket Type1,1784.9111,Perisable,High Visibility
DRI13,15.35,Low Fat,0.0203,Soft Drinks,217.651,OUT035,2004,Small,Tier 2,Supermarket Type1,3537.9968,Drinks,Low Visibilty
FDH20,16.1,Regular,0.0249,Fruits and Vegetables,96.041,OUT046,1997,Small,Tier 1,Supermarket Type1,1676.5295,Perisable,Low Visibilty
FDY51,12.5,Low Fat,0.0811,Meat,220.28,OUT013,1987,High,Tier 3,Supermarket Type1,3501.3495,Perisable,Low Visibilty
FDE16,8.9,Low Fat,0.0263,Frozen Foods,207.795,OUT013,1987,High,Tier 3,Supermarket Type1,3258.6664,Non-Perisable,Low Visibilty
FDX40,12.85,Low Fat,0.0994,Frozen Foods,37.116,OUT018,2009,Medium,Tier 3,Supermarket Type2,389.2949,Non-Perisable,Low Visibilty
FDC48,9.2,Low Fat,0.0159,Baking Goods,80.559,OUT018,2009,Medium,Tier 3,Supermarket Type2,960.1026,Perisable,Low Visibilty
FDS14,7.29,Low Fat,0.05,Dairy,155.929,OUT046,1997,Small,Tier 1,Supermarket Type1,2268.8722,Perisable,Low Visibilty
FDX56,17.1,Regular,0.0745,Fruits and Vegetables,208.764,OUT017,2007,,Tier 2,Supermarket Type1,3727.094,Perisable,Low Visibilty
FDI10,8.51,Regular,0.0784,Snack Foods,171.142,OUT046,1997,Small,Tier 1,Supermarket Type1,3117.3032,Non-Perisable,Low Visibilty
FDI14,14.1,Low Fat,0.0896,Canned,142.35,OUT013,1987,High,Tier 3,Supermarket Type1,2199.1489,Non-Perisable,Low Visibilty
DRM48,15.2,Low Fat,0.1128,Soft Drinks,35.885,OUT013,1987,High,Tier 3,Supermarket Type1,681.4597,Drinks,High Visibility
FDY26,20.6,Regular,0.0305,Dairy,210.724,OUT013,1987,High,Tier 3,Supermarket Type1,3133.5151,Perisable,Low Visibilty
FDM12,16.7,Regular,0.0699,Baking Goods,188.121,OUT046,1997,Small,Tier 1,Supermarket Type1,2898.986,Perisable,Low Visibilty
DRF01,5.66,Low Fat,0.293,Soft Drinks,145.51,OUT010,1998,,Tier 3,Grocery Store,218.8668,Drinks,High Visibility
FDV36,18.7,Low Fat,0.0263,Baking Goods,126.502,OUT046,1997,Small,Tier 1,Supermarket Type1,1901.5246,Perisable,Low Visibilty
DRI59,9.5,Low Fat,0.0408,Hard Drinks,223.509,OUT013,1987,High,Tier 3,Supermarket Type1,3513.989,Drinks,Low Visibilty
FDV03,17.6,Low Fat,0.0583,Meat,156.531,OUT018,2009,Medium,Tier 3,Supermarket Type2,1940.482,Perisable,Low Visibilty
FDO39,6.99,Regular,0,Meat,182.961,OUT017,2007,,Tier 2,Supermarket Type1,3224.9032,Perisable,Unknown
NCB07,19.2,Low Fat,0.0778,Household,197.811,OUT018,2009,Medium,Tier 3,Supermarket Type2,2917.1231,Household,Low Visibilty
FDZ13,7.84,Regular,0.1535,Canned,49.435,OUT035,2004,Small,Tier 2,Supermarket Type1,747.9398,Non-Perisable,High Visibility
NCZ30,6.59,Low Fat,0.0262,Household,122.31,OUT046,1997,Small,Tier 1,Supermarket Type1,1755.0119,Household,Low Visibilty
NCA06,20.5,Low Fat,0.1433,Household,35.419,OUT035,2004,Small,Tier 2,Supermarket Type1,709.5048,Household,High Visibility
FDB04,11.35,Regular,0.0633,Dairy,86.786,OUT049,1999,Medium,Tier 1,Supermarket Type1,1190.2061,Perisable,Low Visibilty
FDN50,16.85,Regular,0.0265,Canned,93.012,OUT013,1987,High,Tier 3,Supermarket Type1,1450.3797,Non-Perisable,Low Visibilty
NCG06,16.35,Low Fat,0.0295,Household,256.765,OUT049,1999,Medium,Tier 1,Supermarket Type1,3584.0409,Household,Low Visibilty
NCY17,18.2,Low Fat,0.1638,Health and Hygiene,45.009,OUT018,2009,Medium,Tier 3,Supermarket Type2,527.6564,Household,High Visibility
FDC23,18,Low Fat,0.0179,Starchy Foods,178.769,OUT046,1997,Small,Tier 1,Supermarket Type1,2160.6174,Non-Perisable,Low Visibilty
FDK33,17.85,Low Fat,0.0113,Snack Foods,212.256,OUT049,1999,Medium,Tier 1,Supermarket Type1,3090.6081,Non-Perisable,Low Visibilty
FDR03,15.7,Regular,0.0087,Meat,208.198,OUT049,1999,Medium,Tier 1,Supermarket Type1,3545.1818,Perisable,Low Visibilty
FDZ07,15.1,Regular,0.0941,Fruits and Vegetables,63.119,OUT045,2002,,Tier 2,Supermarket Type1,853.7242,Perisable,Low Visibilty
FDO38,17.25,Low Fat,0.0728,Canned,78.499,OUT013,1987,High,Tier 3,Supermarket Type1,975.0268,Non-Perisable,Low Visibilty
FDS59,14.8,Regular,0.0439,Breads,108.157,OUT046,1997,Small,Tier 1,Supermarket Type1,1720.5262,Perisable,Low Visibilty
DRJ35,10.1,Low Fat,0.0468,Hard Drinks,59.388,OUT018,2009,Medium,Tier 3,Supermarket Type2,780.7826,Drinks,Low Visibilty
NCP53,14.75,Low Fat,0.0329,Health and Hygiene,239.391,OUT046,1997,Small,Tier 1,Supermarket Type1,3678.9666,Household,Low Visibilty
DRI47,14.7,Low Fat,0.021,Hard Drinks,143.713,OUT045,2002,,Tier 2,Supermarket Type1,2154.1219,Drinks,Low Visibilty
DRZ11,8.85,Regular,0.1126,Soft Drinks,123.039,OUT035,2004,Small,Tier 2,Supermarket Type1,1398.0059,Drinks,High Visibility
FDS02,10.2,Regular,0.1457,Dairy,196.279,OUT013,1987,High,Tier 3,Supermarket Type1,2899.7097,Perisable,High Visibility
DRD49,9.9,Low Fat,0.1685,Soft Drinks,238.156,OUT018,2009,Medium,Tier 3,Supermarket Type2,3773.664,Drinks,High Visibility
FDW38,5.33,Regular,0.1389,Dairy,52.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,636.8758,Perisable,High Visibility
FDE40,15.6,Regular,0.0991,Dairy,63.719,OUT013,1987,High,Tier 3,Supermarket Type1,824.9283,Perisable,Low Visibilty
FDI02,15.7,Regular,0.1148,Canned,110.82,OUT045,2002,,Tier 2,Supermarket Type1,1373.8958,Non-Perisable,High Visibility
FDQ04,6.4,Low Fat,0,Frozen Foods,39.58,OUT045,2002,,Tier 2,Supermarket Type1,462.0367,Non-Perisable,Unknown
FDY14,10.3,Low Fat,0.0704,Dairy,265.323,OUT017,2007,,Tier 2,Supermarket Type1,3529.8319,Perisable,Low Visibilty
NCT54,8.7,Low Fat,0.1195,Household,96.609,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.2158,Household,High Visibility
DRD25,6.14,Low Fat,0.0794,Soft Drinks,111.886,OUT017,2007,,Tier 2,Supermarket Type1,1700.6608,Drinks,Low Visibilty
DRE01,10.1,Low Fat,0.1675,Soft Drinks,241.851,OUT045,2002,,Tier 2,Supermarket Type1,3500.3547,Drinks,High Visibility
FDJ12,8.9,Regular,0.0653,Baking Goods,209.23,OUT010,1998,,Tier 3,Grocery Store,453.5591,Perisable,Low Visibilty
NCZ05,8.49,Low Fat,0.0582,Health and Hygiene,103.799,OUT049,1999,Medium,Tier 1,Supermarket Type1,1385.939,Household,Low Visibilty
NCC31,8.02,Low Fat,0.0199,Household,157.197,OUT045,2002,,Tier 2,Supermarket Type1,2127.2913,Household,Low Visibilty
FDM16,8.16,Regular,0.0336,Frozen Foods,75.535,OUT045,2002,,Tier 2,Supermarket Type1,914.7215,Non-Perisable,Low Visibilty
DRG11,6.39,Low Fat,0.084,Hard Drinks,105.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,1339.0024,Drinks,Low Visibilty
FDV43,16,Low Fat,0.0769,Fruits and Vegetables,44.509,OUT046,1997,Small,Tier 1,Supermarket Type1,541.0874,Perisable,Low Visibilty
FDG05,11,Regular,0.0882,Frozen Foods,155.163,OUT018,2009,Medium,Tier 3,Supermarket Type2,1994.5475,Non-Perisable,Low Visibilty
FDV23,11,Low Fat,0,Breads,123.905,OUT010,1998,,Tier 3,Grocery Store,272.7646,Perisable,Unknown
FDI58,7.64,Regular,0.071,Snack Foods,92.012,OUT018,2009,Medium,Tier 3,Supermarket Type2,1220.123,Non-Perisable,Low Visibilty
FDQ11,5.7,Regular,0.0681,Breads,257.999,OUT017,2007,,Tier 2,Supermarket Type1,5325.9955,Perisable,Low Visibilty
FDF40,20.25,Regular,0.0225,Dairy,247.809,OUT013,1987,High,Tier 3,Supermarket Type1,3651.51,Perisable,Low Visibilty
FDU02,13.35,Low Fat,0.1029,Dairy,227.935,OUT018,2009,Medium,Tier 3,Supermarket Type2,3336.2838,Perisable,High Visibility
FDT32,19,Regular,0.0656,Fruits and Vegetables,186.521,OUT013,1987,High,Tier 3,Supermarket Type1,2719.088,Perisable,Low Visibilty
NCF06,6.24,Low Fat,0.0203,Household,260.996,OUT017,2007,,Tier 2,Supermarket Type1,1934.3283,Household,Low Visibilty
FDT46,11.35,Low Fat,0,Snack Foods,51.301,OUT013,1987,High,Tier 3,Supermarket Type1,629.4552,Non-Perisable,Unknown
FDR58,6.68,Low Fat,0.0702,Snack Foods,91.546,OUT010,1998,,Tier 3,Grocery Store,159.8686,Non-Perisable,Low Visibilty
FDY04,17.7,Regular,0.0425,Frozen Foods,162.321,OUT046,1997,Small,Tier 1,Supermarket Type1,2499.3826,Non-Perisable,Low Visibilty
FDT58,9,Low Fat,0.0861,Snack Foods,166.882,OUT045,2002,,Tier 2,Supermarket Type1,2064.6111,Non-Perisable,Low Visibilty
FDE46,18.6,Low Fat,0.0158,Snack Foods,152.037,OUT049,1999,Medium,Tier 1,Supermarket Type1,2143.223,Non-Perisable,Low Visibilty
DRH11,5.98,Low Fat,0.076,Hard Drinks,56.061,OUT017,2007,,Tier 2,Supermarket Type1,696.8699,Drinks,Low Visibilty
DRI51,17.25,Low Fat,0.0422,Dairy,171.076,OUT046,1997,Small,Tier 1,Supermarket Type1,2802.8657,Perisable,Low Visibilty
FDC35,7.44,Low Fat,0.1235,Starchy Foods,205.664,OUT017,2007,,Tier 2,Supermarket Type1,2781.9365,Non-Perisable,High Visibility
FDP45,15.7,Regular,0.0306,Snack Foods,252.472,OUT035,2004,Small,Tier 2,Supermarket Type1,3255.2217,Non-Perisable,Low Visibilty
FDC45,17,Low Fat,0,Fruits and Vegetables,169.111,OUT017,2007,,Tier 2,Supermarket Type1,3375.2901,Perisable,Unknown
FDU01,20.25,Regular,0.012,Canned,184.092,OUT045,2002,,Tier 2,Supermarket Type1,2744.3728,Non-Perisable,Low Visibilty
FDJ53,10.5,Low Fat,0.1193,Frozen Foods,121.01,OUT010,1998,,Tier 3,Grocery Store,239.0502,Non-Perisable,High Visibility
FDJ46,11.1,Low Fat,0.0451,Snack Foods,173.605,OUT017,2007,,Tier 2,Supermarket Type1,2575.7557,Non-Perisable,Low Visibilty
FDX07,19.2,Regular,0.0229,Fruits and Vegetables,185.095,OUT013,1987,High,Tier 3,Supermarket Type1,3330.0277,Perisable,Low Visibilty
NCI30,20.25,Low Fat,0.059,Household,248.046,OUT049,1999,Medium,Tier 1,Supermarket Type1,3199.8989,Household,Low Visibilty
FDV48,9.2,Regular,0,Baking Goods,78.264,OUT045,2002,,Tier 2,Supermarket Type1,1243.2082,Perisable,Unknown
FDM52,15.1,Low Fat,0.026,Frozen Foods,146.208,OUT013,1987,High,Tier 3,Supermarket Type1,2672.3832,Non-Perisable,Low Visibilty
FDH05,14.35,Regular,0.0914,Frozen Foods,231.698,OUT017,2007,,Tier 2,Supermarket Type1,4035.6494,Non-Perisable,Low Visibilty
FDW25,5.18,Low Fat,0.0626,Canned,87.122,OUT010,1998,,Tier 3,Grocery Store,175.5934,Non-Perisable,Low Visibilty
FDQ09,7.24,Low Fat,0.0581,Snack Foods,114.083,OUT046,1997,Small,Tier 1,Supermarket Type1,1730.6294,Non-Perisable,Low Visibilty
NCM17,7.93,Low Fat,0.1191,Health and Hygiene,45.909,OUT010,1998,,Tier 3,Grocery Store,121.8803,Household,High Visibility
DRM59,5.88,Low Fat,0.0036,Hard Drinks,154.2,OUT046,1997,Small,Tier 1,Supermarket Type1,1724.8792,Drinks,Low Visibilty
DRE15,13.35,Low Fat,0.0178,Dairy,74.201,OUT035,2004,Small,Tier 2,Supermarket Type1,1115.933,Perisable,Low Visibilty
FDS25,6.89,Regular,0.2343,Canned,108.923,OUT010,1998,,Tier 3,Grocery Store,229.0605,Non-Perisable,High Visibility
NCZ05,8.49,Low Fat,0.0584,Health and Hygiene,104.499,OUT018,2009,Medium,Tier 3,Supermarket Type2,1433.0313,Household,Low Visibilty
DRM37,15.35,Low Fat,0.0964,Soft Drinks,196.577,OUT046,1997,Small,Tier 1,Supermarket Type1,2790.3735,Drinks,Low Visibilty
NCO06,19.25,Low Fat,0.1082,Household,32.456,OUT049,1999,Medium,Tier 1,Supermarket Type1,433.4447,Household,High Visibility
FDM02,12.5,Regular,0.0737,Canned,88.12,OUT013,1987,High,Tier 3,Supermarket Type1,1245.9271,Non-Perisable,Low Visibilty
FDA09,13.35,Regular,0.1494,Snack Foods,180.566,OUT046,1997,Small,Tier 1,Supermarket Type1,1949.9695,Non-Perisable,High Visibility
NCC06,19,Low Fat,0.027,Household,126.534,OUT035,2004,Small,Tier 2,Supermarket Type1,2158.1689,Household,Low Visibilty
NCL54,12.6,Low Fat,0.0829,Household,176.105,OUT049,1999,Medium,Tier 1,Supermarket Type1,3256.2826,Household,Low Visibilty
NCB55,15.7,Low Fat,0.1616,Household,59.256,OUT017,2007,,Tier 2,Supermarket Type1,872.4447,Household,High Visibility
FDB12,11.15,Regular,0.1059,Baking Goods,105.165,OUT017,2007,,Tier 2,Supermarket Type1,1610.1264,Perisable,High Visibility
NCA54,16.5,Low Fat,0.0367,Household,178.932,OUT049,1999,Medium,Tier 1,Supermarket Type1,3366.4202,Household,Low Visibilty
NCS38,8.6,Low Fat,0.0903,Household,115.818,OUT049,1999,Medium,Tier 1,Supermarket Type1,1949.6698,Household,Low Visibilty
FDC02,21.35,Low Fat,0.0689,Canned,259.628,OUT049,1999,Medium,Tier 1,Supermarket Type1,3311.5025,Non-Perisable,Low Visibilty
FDE16,8.9,Low Fat,0.0263,Frozen Foods,207.295,OUT035,2004,Small,Tier 2,Supermarket Type1,3950.8395,Non-Perisable,Low Visibilty
NCS05,11.5,Low Fat,0.021,Health and Hygiene,132.394,OUT035,2004,Small,Tier 2,Supermarket Type1,2132.4724,Household,Low Visibilty
FDZ59,6.63,Regular,0.1042,Baking Goods,166.75,OUT045,2002,,Tier 2,Supermarket Type1,2244.8359,Perisable,High Visibility
FDI20,19.1,Low Fat,0.0388,Fruits and Vegetables,212.859,OUT017,2007,,Tier 2,Supermarket Type1,4124.5486,Perisable,Low Visibilty
FDQ14,9.27,Low Fat,0.0618,Dairy,150.805,OUT046,1997,Small,Tier 1,Supermarket Type1,2248.4482,Perisable,Low Visibilty
FDF53,20.75,Regular,0.0841,Frozen Foods,181.232,OUT017,2007,,Tier 2,Supermarket Type1,3470.1546,Non-Perisable,Low Visibilty
FDW25,5.18,Low Fat,0.0376,Canned,85.022,OUT017,2007,,Tier 2,Supermarket Type1,1477.1455,Non-Perisable,Low Visibilty
NCQ43,17.75,Low Fat,0.1863,Others,108.191,OUT010,1998,,Tier 3,Grocery Store,193.0649,Non-Perisable,High Visibility
FDX52,11.5,Regular,0.042,Frozen Foods,192.282,OUT013,1987,High,Tier 3,Supermarket Type1,2763.9894,Non-Perisable,Low Visibilty
FDE28,9.5,Regular,0.1328,Frozen Foods,228.367,OUT045,2002,,Tier 2,Supermarket Type1,3590.5485,Non-Perisable,High Visibility
FDN15,17.5,Low Fat,0.0168,Meat,138.418,OUT017,2007,,Tier 2,Supermarket Type1,1884.3325,Perisable,Low Visibilty
FDO28,5.77,Low Fat,0.0727,Frozen Foods,119.31,OUT017,2007,,Tier 2,Supermarket Type1,1571.8344,Non-Perisable,Low Visibilty
FDQ33,13.35,Low Fat,0.0914,Snack Foods,151.171,OUT045,2002,,Tier 2,Supermarket Type1,1728.071,Non-Perisable,Low Visibilty
FDM22,14,Regular,0.0702,Snack Foods,54.264,OUT010,1998,,Tier 3,Grocery Store,123.181,Non-Perisable,Low Visibilty
FDJ03,12.35,Regular,0.0728,Dairy,48.569,OUT017,2007,,Tier 2,Supermarket Type1,670.6917,Perisable,Low Visibilty
FDI16,14,Regular,0.1361,Frozen Foods,53.564,OUT045,2002,,Tier 2,Supermarket Type1,772.6297,Non-Perisable,High Visibility
FDX55,15.1,Low Fat,0.0552,Fruits and Vegetables,217.817,OUT013,1987,High,Tier 3,Supermarket Type1,3108.0103,Perisable,Low Visibilty
DRC12,17.85,Low Fat,0.0379,Soft Drinks,191.719,OUT045,2002,,Tier 2,Supermarket Type1,2687.7301,Drinks,Low Visibilty
FDH41,9,Low Fat,0,Frozen Foods,215.853,OUT049,1999,Medium,Tier 1,Supermarket Type1,3196.8856,Non-Perisable,Unknown
FDN01,8.9,Low Fat,0.0723,Breakfast,174.837,OUT013,1987,High,Tier 3,Supermarket Type1,2082.1716,Non-Perisable,Low Visibilty
FDV55,17.75,Low Fat,0.0552,Fruits and Vegetables,143.744,OUT045,2002,,Tier 2,Supermarket Type1,1614.8506,Perisable,Low Visibilty
NCJ19,18.6,Low Fat,0.1181,Others,56.359,OUT013,1987,High,Tier 3,Supermarket Type1,775.2471,Non-Perisable,High Visibility
NCY29,13.65,Low Fat,0.1293,Health and Hygiene,55.993,OUT010,1998,,Tier 3,Grocery Store,157.9471,Household,High Visibility
FDP03,5.15,Regular,0.0614,Meat,122.739,OUT018,2009,Medium,Tier 3,Supermarket Type2,1747.6503,Perisable,Low Visibilty
FDZ52,19.2,Low Fat,0.1003,Frozen Foods,110.489,OUT045,2002,,Tier 2,Supermarket Type1,1355.5882,Non-Perisable,High Visibility
FDH31,12,Regular,0,Meat,101.204,OUT010,1998,,Tier 3,Grocery Store,225.0456,Perisable,Unknown
FDQ19,7.35,Regular,0.0144,Fruits and Vegetables,241.351,OUT018,2009,Medium,Tier 3,Supermarket Type2,3024.7166,Perisable,Low Visibilty
FDS15,9.2,Regular,0.078,Meat,105.86,OUT035,2004,Small,Tier 2,Supermarket Type1,1800.9012,Perisable,Low Visibilty
FDN32,17.5,Low Fat,0.0156,Fruits and Vegetables,182.527,OUT017,2007,,Tier 2,Supermarket Type1,2870.5963,Perisable,Low Visibilty
FDH32,12.8,Low Fat,0.0762,Fruits and Vegetables,98.541,OUT049,1999,Medium,Tier 1,Supermarket Type1,1522.3534,Perisable,Low Visibilty
FDF33,7.97,Low Fat,0.0217,Seafood,109.56,OUT017,2007,,Tier 2,Supermarket Type1,1759.8714,Perisable,Low Visibilty
FDJ22,18.75,Low Fat,0.0528,Snack Foods,190.35,OUT046,1997,Small,Tier 1,Supermarket Type1,2520.2201,Non-Perisable,Low Visibilty
FDG56,13.3,Regular,0.1196,Fruits and Vegetables,62.454,OUT010,1998,,Tier 3,Grocery Store,126.4556,Perisable,High Visibility
FDC05,13.1,Regular,0.0988,Frozen Foods,195.877,OUT046,1997,Small,Tier 1,Supermarket Type1,2721.5583,Non-Perisable,Low Visibilty
FDK09,15.2,Low Fat,0.0917,Snack Foods,227.435,OUT013,1987,High,Tier 3,Supermarket Type1,3674.0283,Non-Perisable,Low Visibilty
NCV29,11.8,Low Fat,0.0229,Health and Hygiene,176.669,OUT045,2002,,Tier 2,Supermarket Type1,2811.7033,Household,Low Visibilty
NCA42,6.97,Low Fat,0.0286,Household,156.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,2458.111,Household,Low Visibilty
